pmid	year	name	term
20843327	2010	DescriptorName	Euthanasia, Active
20843327	2010	QualifierName	ethics
20843327	2010	DescriptorName	Euthanasia, Passive
20843327	2010	QualifierName	ethics
20843327	2010	DescriptorName	Heart-Assist Devices
20843327	2010	DescriptorName	Humans
20843327	2010	DescriptorName	Informed Consent
20843327	2010	QualifierName	ethics
20843327	2010	DescriptorName	Intention
20843327	2010	DescriptorName	Medical Futility
20843327	2010	QualifierName	ethics
20843327	2010	DescriptorName	Moral Obligations
20843327	2010	DescriptorName	Physicians
20843327	2010	QualifierName	ethics
20843327	2010	DescriptorName	Respiration, Artificial
20843327	2010	DescriptorName	Suicide, Assisted
20843327	2010	QualifierName	ethics
20843327	2010	QualifierName	legislation & jurisprudence
20843327	2010	DescriptorName	Withholding Treatment
20843327	2010	QualifierName	ethics
20842514	2010	DescriptorName	Back Pain
20842514	2010	QualifierName	surgery
20842514	2010	DescriptorName	Humans
20842514	2010	DescriptorName	Randomized Controlled Trials as Topic
20842514	2010	DescriptorName	Spinal Fractures
20842514	2010	QualifierName	surgery
20842514	2010	DescriptorName	Vertebroplasty
20842514	2010	QualifierName	methods
20840810	2010	DescriptorName	Animals
20840810	2010	DescriptorName	Apoptosis
20840810	2010	QualifierName	drug effects
20840810	2010	DescriptorName	Bufanolides
20840810	2010	QualifierName	pharmacology
20840810	2010	DescriptorName	Bufonidae
20840810	2010	DescriptorName	Carcinoma, Non-Small-Cell Lung
20840810	2010	QualifierName	drug therapy
20840810	2010	QualifierName	enzymology
20840810	2010	QualifierName	physiopathology
20840810	2010	DescriptorName	Caspase 3
20840810	2010	QualifierName	genetics
20840810	2010	QualifierName	metabolism
20840810	2010	DescriptorName	Cell Cycle
20840810	2010	QualifierName	drug effects
20840810	2010	DescriptorName	Cell Line, Tumor
20840810	2010	DescriptorName	Cell Proliferation
20840810	2010	QualifierName	drug effects
20840810	2010	DescriptorName	Humans
20840810	2010	DescriptorName	Lung Neoplasms
20840810	2010	QualifierName	drug therapy
20840810	2010	QualifierName	enzymology
20840810	2010	QualifierName	physiopathology
20830559	2010	DescriptorName	Cloning, Molecular
20830559	2010	QualifierName	methods
20830559	2010	DescriptorName	Gene Expression
20830559	2010	DescriptorName	Genetic Vectors
20830559	2010	QualifierName	genetics
20830559	2010	DescriptorName	Promoter Regions, Genetic
20830559	2010	DescriptorName	Sulfolobus solfataricus
20830559	2010	QualifierName	genetics
20830559	2010	DescriptorName	Transformation, Genetic
20826636	2010	DescriptorName	Adolescent
20826636	2010	DescriptorName	Adult
20826636	2010	DescriptorName	Aged
20826636	2010	DescriptorName	Aged, 80 and over
20826636	2010	DescriptorName	Antifungal Agents
20826636	2010	QualifierName	pharmacology
20826636	2010	DescriptorName	Candida
20826636	2010	QualifierName	classification
20826636	2010	QualifierName	drug effects
20826636	2010	QualifierName	isolation & purification
20826636	2010	DescriptorName	Candidiasis
20826636	2010	QualifierName	epidemiology
20826636	2010	DescriptorName	Child
20826636	2010	DescriptorName	Child, Preschool
20826636	2010	DescriptorName	Drug Resistance, Fungal
20826636	2010	DescriptorName	Female
20826636	2010	DescriptorName	Fungemia
20826636	2010	QualifierName	epidemiology
20826636	2010	QualifierName	microbiology
20826636	2010	DescriptorName	Hospitals
20826636	2010	DescriptorName	Humans
20826636	2010	DescriptorName	Incidence
20826636	2010	DescriptorName	Infant
20826636	2010	DescriptorName	Infant, Newborn
20826636	2010	DescriptorName	Male
20826636	2010	DescriptorName	Microbial Sensitivity Tests
20826636	2010	DescriptorName	Middle Aged
20826636	2010	DescriptorName	Prospective Studies
20826636	2010	DescriptorName	Sentinel Surveillance
20826636	2010	DescriptorName	Spain
20826636	2010	QualifierName	epidemiology
20826636	2010	DescriptorName	Young Adult
20803348	2010	DescriptorName	Animals
20803348	2010	DescriptorName	Crossing Over, Genetic
20803348	2010	DescriptorName	DNA Breaks, Double-Stranded
20803348	2010	DescriptorName	DNA Repair
20803348	2010	DescriptorName	Drosophila melanogaster
20803348	2010	QualifierName	genetics
20803348	2010	DescriptorName	Female
20803348	2010	DescriptorName	Fertility
20803348	2010	DescriptorName	Genes, Insect
20803348	2010	DescriptorName	Hot Temperature
20803348	2010	DescriptorName	Male
20803348	2010	DescriptorName	Meiosis
20803348	2010	DescriptorName	Mutation
20803348	2010	DescriptorName	RecQ Helicases
20803348	2010	QualifierName	genetics
20803348	2010	DescriptorName	X Chromosome
20803348	2010	QualifierName	genetics
20724916	2010	DescriptorName	Animals
20724916	2010	DescriptorName	Anticarcinogenic Agents
20724916	2010	QualifierName	administration & dosage
20724916	2010	QualifierName	pharmacology
20724916	2010	DescriptorName	Antineoplastic Agents
20724916	2010	QualifierName	administration & dosage
20724916	2010	QualifierName	pharmacology
20724916	2010	DescriptorName	Blotting, Western
20724916	2010	DescriptorName	Breast Neoplasms
20724916	2010	QualifierName	drug therapy
20724916	2010	QualifierName	pathology
20724916	2010	DescriptorName	Cell Division
20724916	2010	QualifierName	drug effects
20724916	2010	DescriptorName	Cell Line, Tumor
20724916	2010	DescriptorName	Cell Proliferation
20724916	2010	QualifierName	drug effects
20724916	2010	DescriptorName	Dose-Response Relationship, Drug
20724916	2010	DescriptorName	Female
20724916	2010	DescriptorName	G2 Phase
20724916	2010	QualifierName	drug effects
20724916	2010	DescriptorName	Gene Expression Regulation, Neoplastic
20724916	2010	QualifierName	drug effects
20724916	2010	DescriptorName	Humans
20724916	2010	DescriptorName	Indoles
20724916	2010	QualifierName	administration & dosage
20724916	2010	QualifierName	pharmacology
20724916	2010	DescriptorName	Mice
20724916	2010	DescriptorName	Mice, Inbred BALB C
20724916	2010	DescriptorName	Mice, Nude
20724916	2010	DescriptorName	MicroRNAs
20724916	2010	QualifierName	metabolism
20724916	2010	DescriptorName	Xenograft Model Antitumor Assays
20724916	2010	DescriptorName	cdc25 Phosphatases
20724916	2010	QualifierName	drug effects
20724916	2010	QualifierName	genetics
20697107	2010	DescriptorName	Adult
20697107	2010	DescriptorName	Aged
20697107	2010	DescriptorName	Amino Acid Sequence
20697107	2010	DescriptorName	Animals
20697107	2010	DescriptorName	Cell Line
20697107	2010	DescriptorName	Contractile Proteins
20697107	2010	QualifierName	genetics
20697107	2010	DescriptorName	Female
20697107	2010	DescriptorName	Gene Deletion
20697107	2010	DescriptorName	Genes, Dominant
20697107	2010	QualifierName	genetics
20697107	2010	DescriptorName	Heterozygote Detection
20697107	2010	DescriptorName	Humans
20697107	2010	DescriptorName	Male
20697107	2010	DescriptorName	Mice
20697107	2010	DescriptorName	Microfilament Proteins
20697107	2010	QualifierName	genetics
20697107	2010	DescriptorName	Middle Aged
20697107	2010	DescriptorName	Molecular Sequence Data
20697107	2010	DescriptorName	Muscular Diseases
20697107	2010	QualifierName	diagnosis
20697107	2010	QualifierName	genetics
20697107	2010	QualifierName	pathology
20697107	2010	DescriptorName	Myoblasts
20697107	2010	QualifierName	pathology
20697107	2010	DescriptorName	Pedigree
20697107	2010	DescriptorName	Phenotype
20683741	2010	DescriptorName	Aged
20683741	2010	DescriptorName	Arthroplasty, Replacement
20683741	2010	QualifierName	methods
20683741	2010	QualifierName	trends
20683741	2010	DescriptorName	Elbow
20683741	2010	QualifierName	radiography
20683741	2010	QualifierName	surgery
20683741	2010	DescriptorName	Elbow Joint
20683741	2010	QualifierName	surgery
20683741	2010	DescriptorName	Humans
20683741	2010	DescriptorName	Orthopedics
20683741	2010	DescriptorName	Osteoarthritis
20683741	2010	QualifierName	radiography
20683741	2010	QualifierName	surgery
20683741	2010	DescriptorName	Prosthesis Design
20683741	2010	DescriptorName	Rheumatology
20683741	2010	QualifierName	methods
20683741	2010	DescriptorName	Treatment Outcome
20665787	2010	DescriptorName	Adult
20665787	2010	DescriptorName	Algorithms
20665787	2010	DescriptorName	Cerebral Angiography
20665787	2010	QualifierName	methods
20665787	2010	DescriptorName	Cerebral Arteries
20665787	2010	QualifierName	anatomy & histology
20665787	2010	DescriptorName	Female
20665787	2010	DescriptorName	Humans
20665787	2010	DescriptorName	Image Enhancement
20665787	2010	QualifierName	methods
20665787	2010	DescriptorName	Image Interpretation, Computer-Assisted
20665787	2010	QualifierName	methods
20665787	2010	DescriptorName	Information Storage and Retrieval
20665787	2010	QualifierName	methods
20665787	2010	DescriptorName	Magnetic Resonance Angiography
20665787	2010	QualifierName	methods
20665787	2010	DescriptorName	Male
20665787	2010	DescriptorName	Middle Aged
20665787	2010	DescriptorName	Reproducibility of Results
20665787	2010	DescriptorName	Sensitivity and Specificity
20665787	2010	DescriptorName	Spin Labels
20663162	2010	DescriptorName	Bible
20663162	2010	DescriptorName	Female
20663162	2010	DescriptorName	Fever
20663162	2010	QualifierName	diagnosis
20663162	2010	QualifierName	etiology
20663162	2010	QualifierName	history
20663162	2010	DescriptorName	History, Ancient
20663162	2010	DescriptorName	Humans
20663162	2010	DescriptorName	Influenza, Human
20663162	2010	QualifierName	diagnosis
20663162	2010	QualifierName	history
20663162	2010	QualifierName	virology
20659467	2010	DescriptorName	Animals
20659467	2010	DescriptorName	Antigens, CD36
20659467	2010	QualifierName	genetics
20659467	2010	DescriptorName	Atherosclerosis
20659467	2010	DescriptorName	Base Sequence
20659467	2010	DescriptorName	Binding Sites
20659467	2010	QualifierName	genetics
20659467	2010	DescriptorName	Cell Line
20659467	2010	DescriptorName	DNA
20659467	2010	QualifierName	genetics
20659467	2010	QualifierName	metabolism
20659467	2010	DescriptorName	Foam Cells
20659467	2010	QualifierName	metabolism
20659467	2010	DescriptorName	Humans
20659467	2010	DescriptorName	Lipid Metabolism
20659467	2010	DescriptorName	Lipoproteins, LDL
20659467	2010	QualifierName	metabolism
20659467	2010	DescriptorName	Macrophages
20659467	2010	QualifierName	metabolism
20659467	2010	DescriptorName	Mice
20659467	2010	DescriptorName	Molecular Sequence Data
20659467	2010	DescriptorName	Mutation
20659467	2010	DescriptorName	Promoter Regions, Genetic
20659467	2010	DescriptorName	RNA, Small Interfering
20659467	2010	QualifierName	genetics
20659467	2010	DescriptorName	Recombinant Proteins
20659467	2010	QualifierName	genetics
20659467	2010	QualifierName	metabolism
20659467	2010	DescriptorName	Sequence Homology, Nucleic Acid
20659467	2010	DescriptorName	Transcription Factor AP-2
20659467	2010	QualifierName	antagonists & inhibitors
20659467	2010	QualifierName	genetics
20659467	2010	QualifierName	metabolism
20659467	2010	DescriptorName	Transcription, Genetic
20656892	2010	DescriptorName	Animals
20656892	2010	DescriptorName	Estrogens
20656892	2010	QualifierName	physiology
20656892	2010	DescriptorName	Female
20656892	2010	DescriptorName	Humans
20656892	2010	DescriptorName	Hypertension, Pulmonary
20656892	2010	QualifierName	physiopathology
20656892	2010	DescriptorName	Male
20656892	2010	DescriptorName	Muscle, Smooth, Vascular
20656892	2010	QualifierName	physiopathology
20656892	2010	DescriptorName	Pulmonary Artery
20656892	2010	QualifierName	physiopathology
20633622	2010	DescriptorName	Anxiety
20633622	2010	QualifierName	etiology
20633622	2010	DescriptorName	Catha
20633622	2010	QualifierName	adverse effects
20633622	2010	DescriptorName	Depression
20633622	2010	QualifierName	etiology
20633622	2010	DescriptorName	Female
20633622	2010	DescriptorName	Humans
20633622	2010	DescriptorName	Male
20633622	2010	DescriptorName	Psychotic Disorders
20633622	2010	QualifierName	epidemiology
20633622	2010	QualifierName	etiology
20633622	2010	DescriptorName	Refugees
20633622	2010	QualifierName	psychology
20633622	2010	DescriptorName	Somalia
20633622	2010	QualifierName	ethnology
20610538	2010	DescriptorName	Animals
20610538	2010	DescriptorName	Caveolin 1
20610538	2010	QualifierName	genetics
20610538	2010	QualifierName	metabolism
20610538	2010	DescriptorName	Cells, Cultured
20610538	2010	DescriptorName	Endothelial Cells
20610538	2010	QualifierName	drug effects
20610538	2010	QualifierName	metabolism
20610538	2010	DescriptorName	Estradiol
20610538	2010	QualifierName	pharmacology
20610538	2010	DescriptorName	Estrogen Receptor alpha
20610538	2010	QualifierName	metabolism
20610538	2010	DescriptorName	Nitric Oxide
20610538	2010	QualifierName	metabolism
20610538	2010	DescriptorName	Nitric Oxide Synthase Type III
20610538	2010	QualifierName	genetics
20610538	2010	QualifierName	metabolism
20610538	2010	DescriptorName	Phosphatidylinositol 3-Kinases
20610538	2010	QualifierName	metabolism
20610538	2010	DescriptorName	Phosphorylation
20610538	2010	QualifierName	drug effects
20610538	2010	DescriptorName	Proto-Oncogene Proteins c-akt
20610538	2010	QualifierName	metabolism
20610538	2010	DescriptorName	Pulmonary Artery
20610538	2010	QualifierName	drug effects
20610538	2010	QualifierName	metabolism
20610538	2010	DescriptorName	Sheep
20610538	2010	DescriptorName	Signal Transduction
20610538	2010	QualifierName	drug effects
20610538	2010	QualifierName	genetics
20609054	2010	DescriptorName	Education, Nursing
20609054	2010	QualifierName	trends
20609054	2010	DescriptorName	Faculty, Nursing
20609054	2010	DescriptorName	Health Care Reform
20609054	2010	DescriptorName	Humans
20609054	2010	DescriptorName	Knowledge
20609054	2010	DescriptorName	Leadership
20609054	2010	DescriptorName	Models, Nursing
20609054	2010	DescriptorName	Narration
20609054	2010	DescriptorName	Nurse Administrators
20609054	2010	QualifierName	trends
20609054	2010	DescriptorName	Nursing
20609054	2010	QualifierName	trends
20609054	2010	DescriptorName	Nursing Process
20609054	2010	QualifierName	trends
20609054	2010	DescriptorName	Nursing Theory
20609054	2010	DescriptorName	Philosophy, Nursing
20588141	2010	DescriptorName	Cesarean Section
20588141	2010	DescriptorName	Delivery Rooms
20588141	2010	QualifierName	organization & administration
20588141	2010	DescriptorName	Emergency Medical Services
20588141	2010	DescriptorName	Female
20588141	2010	DescriptorName	Humans
20588141	2010	DescriptorName	Hysterectomy
20588141	2010	DescriptorName	Labor, Obstetric
20588141	2010	DescriptorName	Medical Errors
20588141	2010	QualifierName	prevention & control
20588141	2010	DescriptorName	Organizational Case Studies
20588141	2010	DescriptorName	Patient Simulation
20588141	2010	DescriptorName	Pregnancy
20588141	2010	DescriptorName	Pregnancy Complications
20588141	2010	DescriptorName	Safety Management
20588141	2010	DescriptorName	Teaching
20588141	2010	QualifierName	methods
20588141	2010	DescriptorName	Uterine Rupture
20574642	2010	DescriptorName	Genome, Viral
20574642	2010	DescriptorName	Humans
20574642	2010	DescriptorName	Molecular Sequence Data
20574642	2010	DescriptorName	Mumps
20574642	2010	QualifierName	prevention & control
20574642	2010	QualifierName	virology
20574642	2010	DescriptorName	Mumps Vaccine
20574642	2010	QualifierName	genetics
20574642	2010	QualifierName	isolation & purification
20574642	2010	DescriptorName	Mumps virus
20574642	2010	QualifierName	classification
20574642	2010	QualifierName	genetics
20574642	2010	QualifierName	isolation & purification
20574642	2010	DescriptorName	Phylogeny
20574642	2010	DescriptorName	Recombination, Genetic
20553821	2010	DescriptorName	Animals
20553821	2010	DescriptorName	Axons
20553821	2010	QualifierName	ultrastructure
20553821	2010	DescriptorName	Brain-Derived Neurotrophic Factor
20553821	2010	QualifierName	biosynthesis
20553821	2010	DescriptorName	Carrier Proteins
20553821	2010	QualifierName	biosynthesis
20553821	2010	DescriptorName	Cells, Cultured
20553821	2010	DescriptorName	Coculture Techniques
20553821	2010	DescriptorName	Electric Stimulation Therapy
20553821	2010	DescriptorName	Myelin P0 Protein
20553821	2010	QualifierName	biosynthesis
20553821	2010	DescriptorName	Myelin Sheath
20553821	2010	QualifierName	metabolism
20553821	2010	QualifierName	pathology
20553821	2010	DescriptorName	Nerve Growth Factors
20553821	2010	QualifierName	biosynthesis
20553821	2010	DescriptorName	Nerve Regeneration
20553821	2010	DescriptorName	Neurons
20553821	2010	QualifierName	metabolism
20553821	2010	QualifierName	pathology
20553821	2010	DescriptorName	Rats
20553821	2010	DescriptorName	Rats, Sprague-Dawley
20553821	2010	DescriptorName	Schwann Cells
20553821	2010	QualifierName	metabolism
20553821	2010	QualifierName	pathology
20553821	2010	DescriptorName	Sciatic Nerve
20553821	2010	QualifierName	injuries
20553821	2010	QualifierName	metabolism
